date,name,sex,country_killed,medium,freelance,local_foreign
April 3 2000,Jean L̩opold Dominique,male,Haiti,Radio,No,local
March 13 2000,Zezinho Cazuza,male,Brazil,Radio,No,local
February 24 2000,Julio C̩sar Da Rosa,male,Uruguay,Radio,No,local
February 20 2000,Vladimir Yatsina,male,Russia,Print,No,local
January 26 2000,Ahmed Kafi Awale,male,Somalia,Radio,No,local
January 15 2000,Mir Illias Hossain,male,Bangladesh,Print,No,local
December 18 1999,Anura Priyantha,male,Sri Lanka,Television,No,local
December 18 1999,Indika Pathinivasan,male,Sri Lanka,Television,No,local
December 4 1999,Pablo Emilio Medina Motta,male,Colombia,Television,No,local
November 5 1999,Samson Boyi,male,Nigeria,Print,No,local
October 29 1999,Shamil Gigayev,male,Russia,Television,No,local
October 29 1999,Ramzan Mezhidov,male,Russia,Television,Yes,local
October 27 1999,Supian Ependiyev,male,Russia,Print,No,local
October 21 1999,Rodolfo Julio Torres,male,Colombia,Radio,No,local
October 21 1999,Ahmet Taner Kislali,male,Turkey,Print,No,local
October 2 1999,U Tha Win,male,Myanmar,Print,No,local
September 27 1999,U Hla Han,male,Myanmar,Print,No,local
September 25 1999,Agus Muliawan,male,East Timor,Print,No,local
September 21 1999,Sander Thoenes,male,East Timor,Print,Yes,foreign
September 16 1999,Guzm��n Quintero Torres,male,Colombia,Print,No,local
August 13 1999,Jaime Garz�_n,male,Colombia,Radio Television,No,local
June 13 1999,Gabriel Gruener,male,Yugoslavia,Print,No,foreign
June 13 1999,Volker Kraemer,male,Yugoslavia,Print,No,foreign
May 27 1999,Sam Nimfa-Jan,male,Nigeria,Print,No,local
May 13 1999,Ricardo Gangeme,male,Argentina,Print,No,local
May 8 1999,Shao Yunhuan,male,Yugoslavia,Print,No,foreign
May 8 1999,Xu Xinghu,male,Yugoslavia,Print,No,foreign
May 8 1999,Zhu Ying,male,Yugoslavia,Print,No,foreign
April 30 1999,Conrad Roy,male,Sierra Leone,Print,No,local
April 18 1999,Fidelis Ikwuebe,male,Nigeria,Print,Yes,local
April 11 1999,Hernando Rangel Moreno,male,Colombia,Print Radio,Yes,local
April 11 1999,Slavko Curuvija,male,Yugoslavia,Print,No,local
February 28 1999,Ilan Roeh,male,Lebanon,Radio,No,foreign
February 3 1999,Abdulai Jumah Jalloh,male,Sierra Leone,Print,No,local
January 17 1999,Alpha Amadu Bah,male,Sierra Leone,Print,No,local
January 10 1999,Myles Tierney,male,Sierra Leone,Television,No,foreign
January 9 1999,"Jenner \""J.C.\"" Cole",male,Sierra Leone,Radio,No,local
January 9 1999,Paul Mansaray,male,Sierra Leone,Print,No,local
January 9 1999,Mabay Kamara,male,Sierra Leone,Print,Yes,local
January 9 1999,Mohammed Kamara,male,Sierra Leone,Radio,No,local
January 8 1999,James Ogogo,male,Sierra Leone,Print,No,local
December 15 1998,Philip True,male,Mexico,Print,No,foreign
December 13 1998,Norbert Zongo,male,Burkina Faso,Print,No,local
November 18 1998,Tara Singh Hayer,male,Canada,Print,No,foreign
September 2 1998,Okezie Amaruben,male,Nigeria,Print,No,local
August 30 1998,Saiful Alam Mukul,male,Bangladesh,Print,No,local
August 29 1998,Fabien Fortun̩ Bitoumbo,male,Republic of Congo,Print Radio,No,local
August 24 1998,Anatoly Levin-Utkin,male,Russia,Print,No,local
August 8 1998,Mahmoud Saremi,male,Afghanistan,Print,No,foreign
June 8 1998,Larisa Yudina,female,Russia,Print,No,local
June 5 1998,Simao Roberto,male,Angola,Print,No,local
May 26 1998,Georgy Chanya,male,Georgia,Print,No,local
May 19 1998,Bernab̩ Cort̩s Valderrama,male,Colombia,Television,No,local
April 16 1998,Nelson Carvajal Carvajal,male,Colombia,Radio,No,local
April 13 1998,Edward Smith,male,Sierra Leone,Radio,No,local
March 30 1998,Rey Bancayrin,male,Philippines,Radio,No,local
March 10 1998,Jos̩ Carlos Mesquita,male,Brazil,Television,No,local
February 26 1998,Tunde Oladepo,male,Nigeria,Print,No,local
February 22 1998,Oscar Garc�_a Calder�_n,male,Colombia,Print,No,local
February 12 1998,Luis Mario Garc�_a Rodr�_guez,male,Mexico,Print,No,local
February 9 1998,Abay Hailu,male,Ethiopia,Print,No,local
January 28 1998,Wilson Ndayambadje,male,Rwanda,Radio Television,No,local
January 14 1998,Manoel Leal de Oliveira,male,Brazil,Print,No,local
January 10 1998,Sayomchai Vijitwittayapong,male,Thailand,Print,No,local
November 20 1997,Jairo El�_as M��rquez Gallego,male,Colombia,Print,No,local
November 19 1997,S. Gangadhara Raju,male,India,Television,No,local
November 19 1997,S. Krishna,male,India,Television,No,local
November 19 1997,G. Raja Sekhar,male,India,Television,No,local
November 19 1997,Jagadish Babu,male,India,Television,No,local
November 19 1997,P. Srinivas Rao,male,India,Television,No,local
November 8 1997,Francisco Castro Menco,male,Colombia,Radio,No,local
October 29 1997,Edgar Lopes de Faria,male,Brazil,Television,No,local
August 11 1997,Borys Derevyanko,male,Ukraine,Print,No,local
July 26 1997,V�_ctor Hern��ndez Mart�_nez,male,Mexico,Print,No,local
July 25 1997,Naimullah,male,Indonesia,Print,No,local
July 15 1997,Benjam�_n Flores Gonz��lez,male,Mexico,Print,No,local
July 7 1997,Michael Senior,male,Cambodia,Print Television,No,local
June 11 1997,Muhammad Sayuti Bochari,male,Indonesia,Print,No,local
June 5 1997,Jorge Luis Marroqu�_n Sagastume,male,Guatemala,Print,No,local
June 3 1997,Ishmael Jalloh,male,Sierra Leone,Print,Yes,local
June 3 1997,Danny Hernandez,male,Philippines,Print,No,local
May 22 1997,Jes̼s Abel Bueno Le�_n,male,Mexico,Print,No,local
March 30 1997,Chet Duong Daravuth,male,Cambodia,Print,No,local
March 20 1997,Gerardo Bedoya Borrero,male,Colombia,Print,No,local
March 18 1997,Freddy Elles Ahumada,male,Colombia,Print,Yes,local
March 16 1997,Saidan Shafi,male,India,Television,No,local
February 22 1997,Ebrahim Zalzadeh,male,Iran,Print,No,local
January 25 1997,Jos̩ Luis Cabezas,male,Argentina,Print,No,local
January 18 1997,Z.A. Shahid,male,Pakistan,Print,No,local
January 1 1997,Altaf Ahmed Faktoo,male,India,Television,No,local
October 30 1996,Antonio Casemero,male,Angola,Television,No,local
October 18 1996,Norvey D�_az,male,Colombia,Radio,No,local
August 16 1996,Fuad Muhammad Syafruddin,male,Indonesia,Print,No,local
August 12 1996,Mohamed Guessab,male,Algeria,Radio,No,local
August 11 1996,Ramzan Khadzhiev,male,Russia,Television,No,local
July 6 1996,Kutlu Adali,male,Cyprus,Print,No,local
June 26 1996,Veronica Guerin,female,Ireland,Print,No,local
May 18 1996,Thun Bun Ly,male,Cambodia,Print,No,local
May 17 1996,Parag Kumar Das,male,India,Print,No,local
May 12 1996,Viktor Mikhailov,male,Russia,Print,No,local
May 10 1996,Igor Hrushetsky,male,Ukraine,Print,Yes,local
May 9 1996,Nina Yefimova,female,Russia,Print,No,local
April 10 1996,Ghulam Rasool Sheikh,male,India,Print,No,local
March 30 1996,Nadezhda Chaikova,female,Russia,Print,No,local
March 28 1996,Viktor Nikulin,male,Tajikistan,Television,No,local
March 12 1996,Djilali Arabidou,male,Algeria,Print,No,local
March 11 1996,Viktor Pimenov,male,Russia,Television,No,local
February 26 1996,Felix Solovyov,male,Russia,Print,Yes,local
February 19 1996,Mohammad Quamruzzaman,male,Bangladesh,Print,No,local
February 13 1996,Ferdinand Reyes,male,Philippines,Print,No,local
February 11 1996,Allaoua Ait M'barak,male,Algeria,Print,No,local
February 11 1996,Mohamed Dorbane,male,Algeria,Print,No,local
February 11 1996,Djamel Derraz,male,Algeria,Print,No,local
February 10 1996,Abdallah Bouhachek,male,Algeria,Print,No,local
January 10 1996,Mohamed Mekati,male,Algeria,Print,No,local
January 8 1996,Metin G̦ktepe,male,Turkey,Print,No,local
December 27 1995,Vadim Alferyev,male,Russia,Print,No,local
December 13 1995,Shamkhan Kagirov,male,Russia,Print,No,local
December 12 1995,Mohyedin Alempour,male,Tajikistan,Radio,No,local
December 12 1995,Ernesto Acero Cadena,male,Colombia,Print,No,local
December 5 1995,Khadija Dahmani,female,Algeria,Print,No,local
December 2 1995,Hamid Mahiout,male,Algeria,Print,No,local
November 11 1995,Gabriel Cruz D�_az,male,Colombia,Print,No,local
October 17 1995,Sa��da Djebaili,female,Algeria,Print,No,local
October 3 1995,Omar Ouartilan,male,Algeria,Print,No,local
September 10 1995,Mushtaq Ali,male,India,Print,No,local
September 9 1995,Sa��d Brahimi,male,Algeria,Television,No,local
September 4 1995,Brahim Guaraoui,male,Algeria,Print,No,local
September 4 1995,Yasmina Brikh,female,Algeria,Radio,No,local
September 3 1995,Sa��d Tazrout,male,Algeria,Print,No,local
August 29 1995,Sayfettin Tepe,male,Turkey,Print,No,local
August 29 1995,Reinaldo Coutinho da Silva,male,Brazil,Print,No,local
August 20 1995,Ameur Ouagueni,male,Algeria,Print,No,local
August 17 1995,Ivan Dar�_o Pelayo,male,Colombia,Radio,No,local
August 9 1995,John Schofield,male,Croatia,Radio,No,foreign
August 2 1995,Na��ma Hammouda,female,Algeria,Print,No,local
August 1 1995,Brian Smith,male,Canada,Television,No,local
July 2 1995,Juan Carlos V��squez,male,Dominican Republic,Print,No,local
June 18 1995,Ahmed (aka Hakim) Takouchet,male,Algeria,Radio,No,local
June 17 1995,Natalya Alyakina,female,Russia,Print Radio,No,foreign
May 29 1995,Farkhad Kerimov,male,Russia,Television,No,local
May 27 1995,Mourad Hmaizi,male,Algeria,Television,No,local
May 22 1995,Bakhti Benaouda,male,Algeria,Print,No,local
May 21 1995,Malika Sabour,female,Algeria,Print,No,local
May 15 1995,Azzedine Saidj,male,Algeria,Print,No,local
May 12 1995,Aristeu Guida da Silva,male,Brazil,Print,No,local
May 1 1995,Marcos Borges Ribeiro,male,Brazil,Print,No,local
April 18 1995,Vladimir Ivanov,male,Ukraine,Print,No,local
April 5 1995,Vincent Francis,male,Burundi,Television,No,foreign
April 4 1995,Mekhlouf Boukzer,male,Algeria,Television,No,local
March 31 1995,Rachida Hammadi,female,Algeria,Television,No,local
March 27 1995,Mohamed Abderrahmani,male,Algeria,Print,No,local
March 21 1995,Zaqueu de Oliveira,male,Brazil,Print,No,local
March 21 1995,Ali Boukerbache,male,Algeria,Television,No,local
March 17 1995,Adil Bunyatov,male,Azerbaijan,Television,No,local
March 1 1995,Vladislav Listyev,male,Russia,Television,No,local
February 17 1995,Viatcheslav Rudnev,male,Russia,Print,Yes,local
February 17 1995,Djamel Ziater,male,Algeria,Print,No,local
February 9 1995,Marcello Palmisano,male,Somalia,Television,No,foreign
February 5 1995,Ruperto Armenta Gerardo,male,Mexico,Print,No,local
February 1 1995,Nacer Ouari,male,Algeria,Television,No,local
January 18 1995,Ricardo de Mello,male,Angola,Print,No,local
January 12 1995,Abdelhamid Yahiaoui,male,Algeria,Print,No,local
January 10 1995,Jochen Piest,male,Russia,Print,No,foreign
January 7 1995,Ali Abboud,male,Algeria,Radio,No,local
January 6 1995,Zineddine Aliou Salah,male,Algeria,Print,No,local
January 1 1995,Vladimir Zhitarenko,male,Russia,Print,No,local
December 22 1994,Cynthia Elbaum,female,Russia,Print,Yes,foreign
December 8 1994,Chan Dara,male,Cambodia,Print,No,local
December 6 1994,Mohammad Samdani Warsi,male,Pakistan,Print,No,local
December 4 1994,Said Mekbel,male,Algeria,Print,No,local
December 4 1994,Mohammed Salahuddin,male,Pakistan,Print,No,local
November 30 1994,Nasseredine Lekhal,male,Algeria,Print,No,local
November 30 1994,Ahmed Issaad,male,Algeria,Television,No,local
November 12 1994,Adolphe Missamba Ndengi Kavula,male,Democratic Republic of the Congo,Print,No,local
October 20 1994,Mohamed Salah Benachour,male,Algeria,Print,No,local
October 20 1994,Farah Ziane,male,Algeria,Print,No,local
October 17 1994,Dmitry Kholodov,male,Russia,Print,No,local
October 16 1994,Tayeb Bouterfif,male,Algeria,Radio,No,local
October 12 1994,Lahcene Bensaadallah,male,Algeria,Print,No,local
September 25 1994,Smail Sbaghdi,male,Algeria,Print,No,local
September 25 1994,Mouloud Barroudi,male,Algeria,Television,No,local
September 14 1994,Alexis Bandyatuyaga,male,Burundi,Radio Television,No,local
September 12 1994,Victor Hugo L�_pez Escobar,male,Guatemala,Radio,No,local
September 8 1994,Erol Akgun,male,Turkey,Print,No,local
September 6 1994,Nun Chan,male,Cambodia,Print,No,local
August 31 1994,Pierre Anceaux,male,Somalia,Television,Yes,foreign
August 30 1994,Mohammed Hussein Navab,male,Bosnia,Print,No,foreign
August 29 1994,Ghulam Muhammad Lone,male,India,Print,Yes,local
July 29 1994,Mirwais Jalil,male,Afghanistan,Radio,No,local
July 21 1994,Mohamed Lamine Legoui,male,Algeria,Print,No,local
July 10 1994,Yasmina Drici,female,Algeria,Print,No,local
June 16 1994,Artur Gilela,male,Angola,Radio,No,local
June 12 1994,Yuri Soltis,male,Russia,Print,No,local
June 11 1994,Tou Chhom Mongkol,male,Cambodia,Print,No,local
June 8 1994,Pierre Kabeya,male,Democratic Republic of the Congo,Print,No,local
June 7 1994,Ferhat Cherkit,male,Algeria,Print,No,local
June 6 1994,Jorge Mart�_n Dorantes,male,Mexico,Print,No,local
May 18 1994,Khushvakht Haydarsho,male,Tajikistan,Print,No,local
May 10 1994,V̩nant Ntawucikayenda,male,Rwanda,Television,No,local
May 1 1994,Francis Tomasic,male,Bosnia,Print,Yes,local
May 1 1994,Brian Brinton,male,Bosnia,Print,Yes,local
April 29 1994,Anastase Seruvumba,male,Rwanda,Print,No,local
April 24 1994,Charles Karinganire,male,Rwanda,Print,No,local
April 24 1994,Emmanuel-Damien Rukondo,male,Rwanda,Print,Yes,local
April 22 1994,Marcellin Kayiranga,male,Rwanda,Print,No,local
April 18 1994,Ken Oosterbroek,male,South Africa,Print,No,local
April 13 1994,Mohamed Meceffeuk,male,Algeria,Print,No,local
April 11 1994,Obed Bazimaziki,male,Rwanda,Print,No,local
April 11 1994,Charles Bideri-Munyangabe,male,Rwanda,Print,No,local
April 9 1994,Gratien Karambizi,male,Rwanda,Print,No,local
April 8 1994,Gilbert Munana,male,Rwanda,Print,No,local
April 7 1994,Eud̩s Nshimiryo,male,Rwanda,Television,No,local
April 7 1994,Aloys Nyimbuzi,male,Rwanda,Print,No,local
April 7 1994,Winifrida Mukamana,female,Rwanda,Television,No,local
April 3 1994,Lissy Schmidt,female,Iraq,Print,Yes,foreign
March 20 1994,Ilaria Alpi,male,Somalia,Television,No,foreign
March 20 1994,Madjid Yacef,male,Algeria,Print,No,local
March 20 1994,Miran Krovatin,male,Somalia,Television,No,foreign
March 19 1994,Yahia Djamel Benzaghou,male,Algeria,Print,No,local
March 12 1994,Nazim Babaoglu,male,Turkey,Print,No,local
March 12 1994,Hassan Benaouda,male,Algeria,Television,No,local
February 28 1994,Abdelkader Hireche,male,Algeria,Television,No,foreign
February 19 1994,Joao Alberto Ferreira Souto,male,Brazil,Print,No,local
February 1 1994,Olivier Quemener,male,Algeria,Television,Yes,foreign
January 28 1994,Alessandro Otta,male,Bosnia,Television,No,foreign
January 28 1994,Marco Luchetta,male,Bosnia,Television,No,foreign
January 28 1994,Dario D'Angelo,male,Bosnia,Television,No,foreign
January 28 1994,Jess̩ Medina Parra,male,Colombia,Radio,No,local
January 9 1994,Abdul Shariff,male,South Africa,Print,Yes,local
December 10 1993,Mar�_a Carlin Fern��ndez,female,Peru,Television,No,local
October 28 1993,David Bolkvadze,male,Georgia,Television,No,local
October 24 1993,Dona St. Plite,male,USA,Radio,No,local
October 21 1993,Tabarali Saidaliev,male,Tajikistan,Print,No,local
October 18 1993,Smail Yefsah,male,Algeria,Television,No,local
October 14 1993,Mustafa Abada,male,Algeria,Television,No,local
October 12 1993,Vitas Lingis,male,Lithuania,Print,No,local
October 5 1993,Djamel Bouhidel,male,Algeria,Print,No,local
October 4 1993,Aleksandr Smirnov,male,Russia,Print,No,local
October 4 1993,Aleksandr Sidelnikov,male,Russia,Television,No,local
October 3 1993,Sergei Krasilnikov,male,Russia,Television,No,local
October 3 1993,Yvan Scopan,male,Russia,Television,No,local
October 3 1993,Vladimir Drobyshev,male,Russia,Print,No,local
October 3 1993,Igor Belozyorov,male,Russia,Television,No,local
October 3 1993,Rory Peck,male,Russia,Television,No,foreign
September 30 1993,Bienvenido Lemos,male,Colombia,Radio,No,local
September 28 1993,Abderrahmane Chergou,male,Algeria,Print,Yes,local
September 28 1993,Manuel Mart�_nez Espinoza,male,Colombia,Radio,No,local
September 27 1993,Andrei Soloviev,male,Georgia,Print,No,foreign
September 22 1993,Alexandra Tuttle,female,Georgia,Print,No,foreign
September 10 1993,Saad Bakhtaoui,male,Algeria,Print,No,local
August 23 1993,Elpidio Inacio,male,Angola,Television,No,local
August 9 1993,Abdelhamid Benmeni,male,Algeria,Print,No,local
August 7 1993,Aysel Malkac,female,Turkey,Print,No,local
August 3 1993,Rabah Zenati,male,Algeria,Television,No,local
July 28 1993,Ferhat Tepe,male,Turkey,Print,No,local
July 26 1993,Ahmed Haidar,male,Lebanon,Television,No,local
July 12 1993,Anthony Macharia,male,Somalia,Television,No,foreign
July 12 1993,Hansi Krauss,male,Somalia,Print,No,foreign
July 12 1993,Dan Eldon,male,Somalia,Print,No,foreign
July 12 1993,Hosea Maina,male,Somalia,Print,No,foreign
July 10 1993,Ibrahim Goskel,male,Bosnia,Print,Yes,foreign
June 27 1993,Tasar Omer,male,Bosnia,Print,Yes,foreign
June 18 1993,Jean-Claude Jumel,male,Somalia,Television,No,foreign
June 2 1993,Dominique Lonneux,male,Bosnia,Television,Yes,foreign
June 2 1993,Tahar Djaout,male,Algeria,Print,No,local
May 29 1993,Guido Puletti,male,Bosnia,Print,Yes,foreign
May 28 1993,Pirimkul Sattori,male,Tajikistan,Print,No,local
May 22 1993,Dinesh Pathak,male,India,Print,No,local
May 1 1993,Jose Manuel,male,Angola,Radio,No,local
May 1 1993,Jose Maria dos Santos,male,Angola,Radio,No,local
April 26 1993,Carlos Grant,male,Honduras,Print,No,local
April 23 1993,Calvin Thusago,male,South Africa,Television,No,local
April 19 1993,Carlos Lajud Catalan,male,Colombia,Radio,No,local
April 14 1993,Dmitry Krikoryants,male,Russia,Print,No,local
March 12 1993,Eustorgio Colmenares,male,Colombia,Print,No,local
March 1 1993,Zukhuruddin Suyari,male,Tajikistan,Print,No,local
February 25 1993,Kemal Kilic,male,Turkey,Print,No,local
January 31 1993,Bhola Nath Masoom,male,India,Print,Yes,local
January 27 1993,Ugur Mumcu,male,Turkey,Print,No,local
January 15 1993,Mar�_a Veronica Tessari,female,Venezuela,Print,No,local
January 11 1993,Romeo Lagaspi,male,Philippines,Print,No,local
January 10 1993,Karmela Sojanovic,female,Bosnia,Print,No,local
January 1 1993,Francisco Parada,male,El Salvador,Radio Television,No,local
December 27 1992,Youcef Sebti,male,Algeria,Print,Yes,local
November 27 1992,Virgilio Fern��ndez,male,Venezuela,Print,No,local
November 20 1992,Namik Taranci,male,Turkey,Print,No,local
November 17 1992,Tavakkal Faizulloev,male,Tajikistan,Print,No,local
November 1 1992,Tihomir Tunukovic,male,Bosnia,Television,Yes,local
October 20 1992,Fernando Marcelino,male,Angola,Print,Yes,local
September 21 1992,Greg Hapalla,male,Philippines,Radio,No,local
September 20 1992,Musa Anter,male,Turkey,Print,Yes,local
September 19 1992,Georg Friderich Pfuhl,male,Bosnia,Print,No,foreign
August 23 1992,Adolfo Isuiza Urquia,male,Peru,Radio,No,local
August 18 1992,Gabrielle Marian Hulsen,female,Lebanon,Print Television,Yes,foreign
August 13 1992,David Kaplan,male,Bosnia,Television,No,foreign
August 9 1992,Huseyin Deniz,male,Turkey,Print,No,local
July 31 1992,Yahya Orhan,male,Turkey,Print,No,local
July 29 1992,Cetin Abayay,male,Turkey,Print,No,local
July 1 1992,Danilo Vergara,male,Philippines,Print,No,local
July 1 1992,Salko Hondo,male,Bosnia,Print,No,local
June 24 1992,Pedro Yauri,male,Peru,Radio,No,local
June 17 1992,Ivo Standeker,male,Bosnia,Print,No,foreign
June 15 1992,Chingiz Fuad-ogly Mustafayev,male,Azerbaijan,Print,No,local
June 8 1992,Hafiz Akdemir,male,Turkey,Print,No,local
June 8 1992,Farag Fouda,male,Egypt,Print,No,local
June 5 1992,Alejandro P̩rez,male,Peru,Television,No,local
May 18 1992,M. L. Manchanda,male,India,Radio,No,local
May 17 1992,Jordi Pujol,male,Bosnia,Print,No,foreign
May 7 1992,Olim Zarobekov,male,Tajikistan,Radio,No,local
May 7 1992,Shirindzhon Amirdzhonov,male,Tajikistan,Radio,No,local
May 6 1992,Ismael Jaimes,male,Colombia,Print,No,local
May 5 1992,Murodullo Sheraliev,male,Tajikistan,Print,No,local
April 29 1992,Per-Ove Carlsson,male,Papua New Guinea,Television,Yes,foreign
April 14 1992,Kruno Marinovic,male,Bosnia,Radio,No,local
April 9 1992,Kjasif Smajlovic,male,Bosnia,Print,No,local
March 23 1992,Izzet Kezer,male,Turkey,Print,No,local
March 11 1992,Manuel de Dios Unanue,male,USA,Print,No,local
February 24 1992,Cengiz Altun,male,Turkey,Print,No,local
February 9 1992,Halit Gungen,male,Turkey,Print,No,local
January 17 1992,Paul Jenks,male,Croatia,Print,Yes,foreign
January 15 1992,Mustafa Jeha,male,Lebanon,Print,No,local
January 3 1992,Ram Singh Biling,male,India,Print,Yes,local
August 20 2016,Ali Ghani,male,Iraq,Television,No,local
